MutationType	CPCT02070011T	CPCT02020317T	CPCT02010352T	CPCT02010362T	CPCT02010366T	CPCT02010383T	CPCT02050049T	CPCT02020350T	CPCT02060023T	CPCT02080030T	CPCT02060010T	CPCT02040037T	CPCT02070018T	CPCT02080041T	CPCT02070029T	CPCT02060033T	CPCT02020399T	CPCT02140024T	CPCT02080050T	CPCT02030293T	CPCT02010441T	CPCT02090030T	CPCT02010718T	CPCT02020653T	CPCT02340008TII	CPCT02020876T	CPCT02370016T	CPCT02070275T	CPCT02011028T	CPCT02230072T	CPCT02130028T	CPCT02060182T	CPCT02020657T	DRUP01090026T	CPCT02130029T	CPCT02340010TII	DRUP01020022T	CPCT02120103T	CPCT02300030T	CPCT02150044T	CPCT02020920T	CPCT02080192T	CPCT02130170T	CPCT02260014T	CPCT02020922T	CPCT02011072T	CPCT02010758T	WIDE01010006T	CPCT02040220T	CPCT02100157T	CPCT02230088T	CPCT02130178T	WIDE01010017T	WIDE01010025T	WIDE01010028T	WIDE01010012T	WIDE01010031T	CPCT02020956T	CPCT02010774T	CPCT02010756T	WIDE01010045T	CPCT02080204T	WIDE01010037T	WIDE01010056T	CPCT02070298T	WIDE01010594T	WIDE01010078T	CPCT02130054T	CPCT02040228T	WIDE01010051T	CPCT02050319T	CPCT02020689T	WIDE01010043T	WIDE01010112T	WIDE01010092T	WIDE01010119T	CPCT02170022T	WIDE01010120T	WIDE01010127T	CPCT02300036T	WIDE01010146T	CPCT02070309T	WIDE01010157T	WIDE01010170T	CPCT02020696T	CPCT02030471T	CPCT02130032T	CPCT02070310T	WIDE01010164T	WIDE01010190T	WIDE01010182T	DRUP01050040TII	WIDE01010225T	CPCT02050348T	WIDE01010275T	CPCT02010810T	CPCT02060206T	WIDE01010284T	WIDE01010330T	WIDE01010312T	WIDE01010317T	WIDE01010337T	CPCT02220043T	CPCT02130094T	WIDE01010329T	WIDE01010331T	CPCT02010828T	WIDE01010101T	WIDE01010349T	WIDE01010342T	WIDE01010359T	WIDE01010370T	WIDE01010369T	CPCT02340084T	DRUP01030015T	CPCT02060236T	CPCT02120125T	CPCT02230098T	DRUP01090015T	WIDE01010401T	CPCT02230105T	CPCT02080223T	CPCT02020730T	CPCT02010831T	WIDE01010428T	CPCT02290039T	CPCT02010843T	CPCT02130103T	CPCT02070337T	WIDE01010440T	WIDE01010404T	CPCT02080229T	CPCT02050363T	CPCT02040250T	CPCT02040251T	CPCT02260022T	CPCT02340090T	CPCT02450013T	CPCT02070347T	CPCT02060140T	CPCT02020720T	CPCT02230109T	DRUP01090019T	CPCT02120144T	CPCT02080240T	CPCT02130125T	CPCT02070355T	CPCT02010872T	CPCT02010878T	CPCT02090054T	CPCT02330117T	CPCT02170031T	CPCT02020765T	CPCT02010851T	CPCT02020756T	DRUP01170001T	WIDE01010617T	WIDE01010627T	CPCT02030502T	CPCT02030507T	WIDE01010595T	CPCT02040273T	CPCT02030520T	CPCT02110075T	CPCT02290050T	CPCT02290053T	CPCT02080257T	CPCT02290054T	CPCT02080256T	CPCT02030497T	DRUP01290001T	CPCT02070372T	CPCT02290051T	CPCT02020815T	CPCT02040271T	CPCT02130154T	CPCT02120164T	CPCT02020797T	DRUP01010099T	CPCT02340104T	CPCT02380018T	CPCT02340010TIII	CPCT02060033TII	CPCT02020582T	DRUP01050040T	CPCT02180041T	CPCT02060137T	CPCT02070403T	CPCT02050264T	CPCT02060143T	CPCT02010988T	CPCT02010993T	CPCT02450003T	CPCT02230049T	CPCT02010995T	CPCT02010878TII	CPCT02010656T	CPCT02010645T	DRUP01330016T	DRUP01080005T	CPCT02020879T	DRUP01090004T	CPCT02020613T	DRUP01110006T	CPCT02010993TII	CPCT02060125T	CPCT02010647T	CPCT02170013T	CPCT02170009T	CPCT02170012T	CPCT02020608T	CPCT02010653T	CPCT02230061T	CPCT02050282T	CPCT02010560T	CPCT02380007T	CPCT02380006T	CPCT02080105T	CPCT02340010T	CPCT02010574T	CPCT02180026T	CPCT02100074T	CPCT02120018T	CPCT02380008T	CPCT02170003T	CPCT02020523T	CPCT02060081T	CPCT02110035T	CPCT02080118T	CPCT02010589T	CPCT02030349T	CPCT02110039T	CPCT02030353T	CPCT02020540T	CPCT02010611T	CPCT02010608T	CPCT02330041T	CPCT02380013T	CPCT02010613T	CPCT02010577T	CPCT02050202T	CPCT02020559T	CPCT02050213T	CPCT02020568T	CPCT02030364T	CPCT02050192T	CPCT02010596T	CPCT02030365T	DRUP01010036T	CPCT02230043T	CPCT02080135T	CPCT02050229T	CPCT02010632T	CPCT02020579T	CPCT02020587T	CPCT02070040T	CPCT02070050T	CPCT02300004T	CPCT02020424T	CPCT02020433T	CPCT02010466T	CPCT02010454T	CPCT02140036T	CPCT02010350T	CPCT02100039T	CPCT02050106T	CPCT02020415T	CPCT02180014T	CPCT02090006T	CPCT02020444T	CPCT02030314T	CPCT02190010T	DRUP01010013T	CPCT02080086T	CPCT02010438T	CPCT02190012T	CPCT02010486T	CPCT02060077T	CPCT02020491T	CPCT02010538T	CPCT02170001T	CPCT02170002T	CPCT02050142T	CPCT02080071T	CPCT02020499T	CPCT02340008T	CPCT02020505T	CPCT02080158T	CPCT02010571T	CPCT02380010T	CPCT02110047T	CPCT02030425T	CPCT02080168T	CPCT02020641T	CPCT02230065T	CPCT02330074T	CPCT02010697T	CPCT02090028T	CPCT02450008T	CPCT02010688T	CPCT02020646T	CPCT02010704T	CPCT02010705T	CPCT02250003T	CPCT02010698T	WIDE01010622T	WIDE01010631T	WIDE01010635T	WIDE01010636T	WIDE01010658T	WIDE01010504T	WIDE01010493T	WIDE01010304T	WIDE01010568T	WIDE01010464T	WIDE01010467T	WIDE01010486T	WIDE01010516T	WIDE01010510T	WIDE01010583T	WIDE01010566T	WIDE01010578T	WIDE01010599T	WIDE01010604T	WIDE01010614T	WIDE01010662T	WIDE01010672T	WIDE01010686T	WIDE01010532T	WIDE01010703T	WIDE01010712T	WIDE01010721T	WIDE01010663T
G[Ins(T):R(5,7)]C	22	0	1	0	0	0	3	1	9	5	5	20	4	4	7	4	16	43	0	4	365	14	18	2	5	3	3	3	7	339	6	1	2	2	0	4	0	12	6	0	1	6	4	33	1	0	1	1	3	16	9	2	9	3	6	6	25	1	2	1	1	2	36	21	9	1	0	4	4	2	0	1	1	10	3	6	5	3	27	11	3	0	7	6	0	5	0	19	6	2	13	29	3	1	5	5	8	3	2	6	10	6	19	11	20	3	14	15	2	6	1	0	12	7	9	3	7	8	0	2	0	2	4	13	3	38	2	5	3	2	4	4	11	5	4	16	7	1	13	3	1	33	20	0	13	5	0	0	5	55	12	28	2	0	1	19	7	0	5	6	20	7	5	25	6	4	5	6	6	3	38	0	0	14	1	0	24	1	18	1	13	5	4	2	19	5	0	1	5	22	1	4	3	6	4	6	1	3	24	6	1	5	3	13	4	7	17	10	1	10	0	1	11	17	0	3	2	16	6	7	19	7	8	11	3	3	5	0	4	1	341	9	7	5	0	1	25	0	0	1	2	12	3	2	0	1	0	1	2	8	7	0	0	3	2	22	20	3	1	1	0	1	11	1	19	15	2	4	4	3	0	5	5	3	1	9	0	8	46	0	8	3	5	27	0	9	4	7	1	15	31	17	4	2	1	24	2	23	6	1	5	1	1	6	3	7	5	10	6	2	5	5	1	4	17	0	1	14	13	3	16	116	16	10	9	11	7	0	9	2	2	5	3
G[Ins(T):R(5,7)]G	27	2	1	0	0	0	1	2	15	15	5	37	8	0	4	5	23	110	0	2	551	12	15	7	2	1	8	10	3	651	15	2	2	2	0	8	2	10	14	6	1	11	4	33	3	2	2	0	4	18	24	2	3	0	6	6	37	1	5	0	3	2	38	9	14	0	0	5	3	4	0	1	1	10	4	7	2	0	24	13	0	1	14	7	3	4	1	32	6	3	14	36	8	1	7	2	22	2	1	13	13	11	27	18	23	2	17	21	4	7	1	0	11	17	9	4	7	21	0	3	0	3	1	15	4	31	1	11	5	1	16	9	5	3	2	14	7	1	18	1	0	26	8	1	12	3	0	0	10	49	11	45	1	2	0	37	7	4	5	3	30	5	9	35	6	4	3	6	7	8	30	1	1	36	3	2	31	2	13	2	15	10	5	1	28	5	1	0	10	24	3	2	11	7	4	11	2	4	31	17	3	2	7	20	2	8	10	16	4	12	1	0	13	16	1	2	8	27	9	4	26	10	9	18	4	4	8	0	1	0	533	9	15	9	0	3	34	0	1	1	4	10	3	1	1	2	0	1	1	10	9	2	0	1	7	8	26	5	3	1	0	1	9	1	29	10	5	12	2	3	1	7	10	18	2	13	1	8	70	1	5	5	6	30	7	12	1	6	1	14	32	14	1	1	4	37	2	22	9	3	4	1	2	0	4	7	12	8	13	4	2	9	1	3	13	0	1	25	16	3	13	206	16	14	42	4	5	0	12	0	0	5	7
A[Ins(T):R(8,)]A	46	2	1	2	0	0	2	4	22	17	13	49	10	5	15	12	32	91	4	5	785	20	21	4	6	2	9	25	8	634	15	3	5	2	1	21	2	15	18	6	2	14	14	79	1	2	4	1	9	39	20	1	7	3	14	14	66	2	3	2	4	5	87	27	30	5	3	13	11	2	2	12	6	32	13	13	5	1	26	45	2	3	17	5	5	2	2	52	13	2	37	44	10	5	7	5	7	5	5	14	31	24	37	30	28	2	19	36	2	14	2	0	24	8	20	4	6	29	0	3	1	10	8	12	6	72	4	20	6	2	31	3	21	16	6	40	16	2	21	1	5	61	13	0	17	7	2	1	9	51	20	65	12	3	4	24	15	5	4	9	55	10	17	77	16	5	9	15	13	8	69	1	2	15	1	3	51	2	25	2	30	25	10	3	38	11	1	0	24	26	3	11	17	12	10	9	1	4	57	16	7	5	18	26	11	15	16	33	3	12	3	3	36	32	1	4	10	22	26	6	41	9	10	35	4	6	10	2	7	2	616	19	28	14	0	2	62	0	1	2	3	11	5	5	5	1	1	1	0	9	14	1	2	2	8	46	50	11	0	3	0	4	17	14	47	21	1	21	4	2	2	9	8	15	1	18	11	8	71	1	14	7	5	64	10	26	7	5	1	34	69	21	2	3	3	46	2	48	19	3	8	1	6	5	10	14	22	22	20	11	3	15	1	4	27	2	3	38	27	3	29	284	28	25	57	22	12	0	22	0	1	7	6
A[Ins(T):R(8,)]C	28	2	0	1	0	1	2	1	15	22	5	39	8	7	5	9	40	71	1	6	561	23	21	6	8	1	5	27	15	510	14	1	2	4	1	14	1	14	13	2	1	12	7	42	0	4	4	2	6	21	26	0	12	1	16	10	67	1	2	0	4	2	61	32	21	6	7	9	2	1	0	8	5	28	6	11	5	2	22	19	1	1	16	5	2	1	0	50	12	0	20	37	10	1	11	3	17	6	4	11	25	23	43	26	37	3	14	22	3	17	1	0	18	20	19	5	10	22	2	5	0	11	6	7	1	64	1	20	8	2	16	3	15	8	3	28	12	6	19	2	1	48	31	0	16	6	1	2	8	94	24	48	7	0	2	28	10	2	6	14	42	5	21	58	18	1	4	7	18	9	64	1	2	10	1	5	41	2	28	2	22	13	8	9	26	15	3	1	18	32	3	6	13	16	8	7	1	2	67	16	8	3	11	33	6	14	17	22	1	15	2	4	18	24	1	11	10	20	14	5	40	12	7	20	2	6	15	2	8	1	511	9	29	15	0	1	57	2	2	1	7	12	4	6	3	1	1	1	3	17	8	7	3	4	3	36	51	8	3	1	4	2	23	11	48	31	5	18	3	5	2	8	7	15	2	16	5	16	57	1	10	6	7	46	9	20	3	4	2	44	73	24	0	5	6	60	3	42	17	2	3	1	4	6	9	18	22	16	22	10	5	15	0	6	33	1	1	35	27	4	16	201	33	39	44	20	10	3	23	1	3	9	5
A[Ins(T):R(8,)]G	37	4	1	1	0	0	4	4	17	18	8	47	8	4	1	11	32	91	2	5	538	19	23	11	4	1	6	23	4	505	19	0	3	3	1	14	3	15	16	7	1	11	1	44	1	4	4	2	15	21	18	4	14	2	13	4	50	1	3	2	5	0	66	38	23	6	4	12	6	5	0	6	3	15	3	8	2	4	30	25	0	3	13	7	1	3	0	49	14	5	29	35	9	2	9	5	14	5	5	9	16	24	32	30	24	6	12	27	1	13	1	0	19	16	19	2	10	31	1	6	1	3	3	9	3	65	3	16	1	4	18	5	13	3	0	33	14	8	24	4	2	47	17	2	13	10	2	1	8	77	14	57	3	2	2	27	17	3	2	7	39	11	10	69	10	2	4	4	11	9	64	3	1	13	3	1	43	0	20	0	24	15	11	1	25	20	1	1	12	17	7	9	15	11	15	10	0	5	58	4	5	3	5	21	10	19	17	22	3	13	1	0	26	28	1	3	8	20	15	5	30	17	5	25	2	9	11	2	7	1	474	14	22	16	1	3	46	1	2	3	6	16	6	15	3	1	1	1	5	17	5	2	3	6	2	32	40	12	1	1	0	0	20	3	55	18	7	8	1	2	3	5	5	7	0	12	3	7	58	1	6	5	10	58	8	14	5	5	1	37	61	21	0	0	7	45	1	50	19	1	6	1	3	2	4	16	25	15	18	6	5	8	3	2	18	0	2	35	20	5	18	230	24	25	41	17	10	0	13	1	5	11	11
C[Ins(T):R(8,)]A	17	2	0	1	0	0	1	4	11	11	4	22	8	0	7	3	21	63	1	4	400	11	13	3	3	0	4	9	6	364	9	0	3	2	0	14	0	11	16	4	0	8	3	33	0	1	1	0	4	26	11	1	5	2	8	8	31	1	0	0	3	1	45	15	15	4	0	6	5	3	1	0	3	10	1	12	2	0	10	17	0	1	14	2	2	1	1	24	4	1	15	15	6	3	5	0	10	0	1	9	11	7	22	13	12	5	8	18	2	8	1	1	10	9	12	1	4	26	0	4	3	4	3	7	1	45	1	9	3	5	13	2	7	6	1	19	7	8	11	0	2	15	11	3	14	2	2	0	8	41	12	34	3	1	1	17	10	1	1	6	16	6	10	22	3	0	2	5	3	4	43	1	1	10	1	4	22	2	14	1	15	14	3	5	13	9	0	0	8	19	3	2	9	4	2	8	1	1	32	9	5	1	3	17	2	5	6	23	1	8	2	1	19	15	1	2	5	15	14	2	24	13	6	9	0	3	7	3	2	0	297	7	24	15	0	4	36	0	0	0	2	5	5	9	1	0	0	1	0	13	11	4	1	0	4	25	23	6	1	0	2	1	9	11	35	12	0	11	2	1	1	4	7	11	0	8	4	4	34	1	6	4	4	22	6	12	2	2	0	19	42	8	2	2	2	32	1	28	7	1	5	0	3	6	1	11	17	9	5	0	1	2	2	3	12	0	2	21	10	1	11	166	19	15	23	11	6	0	13	0	1	7	7
C[Ins(T):R(8,)]C	23	0	0	0	1	1	0	3	8	5	3	33	7	4	4	6	17	55	0	5	417	8	18	3	2	1	1	15	11	404	11	0	4	1	1	7	1	4	11	3	3	6	1	37	1	0	3	1	10	20	10	4	6	2	2	5	23	3	2	0	3	1	47	25	15	6	3	2	4	2	0	3	2	13	5	3	4	1	18	16	4	1	11	2	1	4	0	25	6	1	11	21	7	5	5	2	9	0	4	12	11	13	19	27	21	5	11	11	1	9	1	0	15	9	13	4	11	22	0	3	0	3	2	10	2	38	3	26	0	5	10	3	11	3	0	12	5	1	11	3	1	31	7	0	14	5	2	1	2	45	14	29	4	1	1	20	13	2	1	3	17	5	8	34	8	3	4	6	11	7	36	1	1	8	1	3	25	3	13	3	13	8	6	1	19	4	0	0	9	12	3	3	7	3	12	1	0	5	38	4	5	3	1	14	3	6	12	16	2	10	0	1	22	24	0	2	1	16	7	1	17	6	13	13	0	5	9	1	4	2	334	6	18	10	0	1	26	2	0	2	2	3	4	7	2	2	1	1	2	7	10	0	1	3	2	23	39	11	3	1	0	2	12	6	27	12	2	13	1	2	0	1	5	8	0	9	1	4	41	0	12	1	8	37	5	5	1	7	2	32	41	15	1	2	5	30	1	41	13	1	2	0	3	6	2	6	17	8	5	2	3	12	0	1	17	2	1	17	12	7	13	147	23	26	33	15	8	1	13	1	2	8	7
C[Ins(T):R(8,)]G	22	4	0	0	0	0	3	2	6	10	7	35	7	3	7	10	38	65	0	6	475	10	19	7	1	4	6	12	10	443	11	1	2	2	0	11	5	14	12	2	0	9	6	34	2	1	1	0	6	17	17	1	9	2	10	8	37	0	1	0	3	0	44	23	20	2	2	7	2	2	0	3	5	13	3	6	3	1	19	12	0	2	12	6	3	4	1	44	3	2	18	25	9	5	11	3	15	1	5	7	16	14	28	22	19	1	8	13	1	5	2	0	11	7	13	3	4	32	0	6	1	2	5	14	7	46	1	10	0	2	16	2	11	1	1	19	11	4	21	2	2	21	10	1	12	6	4	2	7	61	10	36	12	3	1	24	8	2	4	6	29	5	8	35	9	0	2	5	11	5	45	1	0	10	1	2	23	1	13	0	18	11	10	3	16	10	2	0	11	13	2	7	8	11	7	6	0	6	36	8	2	2	4	11	8	17	11	16	2	11	0	2	26	22	0	3	7	16	10	3	34	8	4	30	3	4	9	0	5	0	402	14	20	8	0	2	32	1	0	1	2	3	6	8	4	1	0	0	4	10	7	6	1	3	4	25	34	10	1	0	4	1	18	4	31	12	3	15	9	3	1	10	2	7	0	8	2	7	42	0	1	6	3	21	7	11	2	3	1	29	54	20	1	1	1	34	3	37	8	1	2	2	5	2	3	9	13	14	13	7	3	5	2	2	18	0	1	25	22	3	26	237	20	16	36	9	2	1	14	1	0	5	5
G[Ins(T):R(8,)]A	18	0	0	0	0	1	2	1	11	8	2	29	6	2	5	1	22	67	0	4	439	8	13	5	7	5	5	18	7	402	8	0	4	1	0	9	2	5	5	0	1	3	4	28	2	2	2	0	4	21	16	1	5	0	3	2	31	1	2	0	3	2	54	9	15	3	3	5	6	3	0	7	2	9	3	9	3	0	14	21	0	2	9	6	0	6	1	34	2	1	21	23	5	1	2	3	6	4	2	5	8	8	31	13	11	3	6	9	2	8	0	1	10	8	6	3	5	23	0	2	1	2	3	11	4	26	1	14	5	4	9	7	10	2	3	13	8	2	12	0	1	29	12	2	10	1	0	0	3	34	12	34	3	1	1	28	7	1	2	6	33	6	5	38	7	6	4	4	4	3	26	0	3	6	1	2	19	1	8	2	13	10	0	4	15	9	0	1	10	15	1	3	10	6	2	4	0	0	46	1	3	2	7	11	4	6	9	16	2	12	0	2	18	17	0	6	0	18	11	5	23	6	10	22	5	1	3	3	4	1	337	6	22	6	1	1	39	0	0	3	5	7	1	2	1	2	0	1	1	9	12	2	2	3	0	26	21	4	2	0	1	1	20	8	34	14	4	5	1	3	1	4	5	4	0	6	4	4	44	0	12	5	3	26	3	8	2	2	1	28	45	12	4	2	2	32	1	26	15	1	1	2	2	4	5	8	9	6	12	2	1	3	1	2	19	0	0	27	14	3	15	138	18	11	26	9	5	0	14	1	1	5	0
G[Ins(T):R(8,)]C	14	3	1	1	0	0	2	2	9	4	2	26	7	0	4	3	21	64	1	5	369	8	26	3	4	0	5	8	5	399	13	1	1	3	0	10	1	12	9	1	0	5	7	32	1	0	0	1	4	15	13	0	5	1	11	3	30	3	3	0	2	1	55	14	7	5	2	0	1	4	1	6	3	12	2	7	4	3	6	20	1	2	7	5	2	4	3	30	6	2	12	21	8	1	3	3	8	2	1	11	23	8	29	22	18	5	8	12	1	8	1	2	12	5	13	4	5	21	0	1	0	8	4	11	2	31	1	14	0	0	8	2	14	5	4	19	18	4	18	1	0	32	19	3	9	6	0	2	4	45	11	33	2	0	0	26	10	1	4	6	28	6	7	30	6	0	3	1	6	7	31	2	2	6	1	3	14	1	15	0	8	11	4	5	16	6	2	0	12	14	1	6	5	6	5	5	1	3	26	13	2	1	6	15	6	12	18	19	2	9	2	0	20	15	3	4	3	13	10	5	23	7	3	12	2	1	9	1	2	0	342	7	23	5	0	0	31	1	0	2	0	12	6	5	1	1	0	0	5	11	8	4	1	1	0	31	31	7	0	1	1	0	13	3	29	9	1	14	2	2	0	6	5	7	0	2	4	9	39	0	7	4	2	38	2	13	3	5	0	35	41	12	4	1	5	21	1	23	9	0	3	0	4	4	5	7	17	15	9	3	5	7	1	0	15	1	1	17	13	4	6	147	20	21	22	12	8	1	10	1	1	4	2
G[Ins(T):R(8,)]G	25	1	0	0	0	0	1	0	11	8	9	31	11	4	2	7	36	75	5	3	414	12	10	6	4	2	2	21	9	520	9	0	0	4	0	7	0	9	6	3	1	6	2	30	2	3	1	1	5	21	12	0	7	1	8	9	33	0	2	0	3	0	65	20	11	6	1	6	8	9	0	3	3	8	5	2	2	1	19	16	0	4	9	2	3	4	2	37	10	4	21	36	7	1	6	2	10	4	2	8	14	15	20	13	18	0	10	18	1	2	1	0	12	13	10	2	6	25	0	2	2	3	5	10	6	41	1	21	1	5	18	5	10	2	4	24	11	4	14	1	0	32	11	0	7	6	0	0	6	34	16	50	2	0	2	22	10	2	2	2	23	7	12	45	10	1	2	6	2	6	42	2	2	5	2	2	21	2	9	0	20	11	7	3	23	8	2	1	12	11	3	3	12	10	8	6	0	1	33	9	4	3	5	11	3	6	11	20	1	13	1	0	13	16	0	0	6	14	9	1	34	12	5	18	3	4	3	0	3	1	416	10	18	7	0	2	41	0	1	1	4	5	0	4	1	0	1	3	2	8	6	3	0	1	3	28	30	4	1	1	0	2	13	7	22	8	2	11	2	2	1	4	3	8	0	8	2	8	37	0	4	14	2	39	8	9	5	7	1	35	33	21	0	1	6	23	1	23	16	0	1	2	2	1	6	12	15	10	9	2	6	1	1	1	20	2	0	22	12	2	11	213	21	20	28	14	6	0	16	1	2	10	4
Del(2,4):R1	119	14	4	2	2	2	8	1	28	31	22	12	30	55	17	19	17	23	7	7	258	8	13	12	5	7	17	5	26	233	8	6	6	9	2	207	10	11	6	10	13	12	101	25	2	3	12	8	25	12	105	12	21	6	43	13	43	4	5	6	16	7	17	20	14	7	49	7	8	15	10	10	9	29	4	21	5	6	53	19	4	7	39	5	11	10	14	17	10	5	38	19	8	6	24	8	42	4	3	61	26	20	24	45	32	8	19	18	3	9	4	7	6	27	19	6	21	21	7	14	4	30	41	26	3	22	7	23	11	10	7	20	7	7	13	11	9	7	40	5	5	12	25	15	10	12	7	8	10	87	18	11	25	6	25	11	7	3	5	18	10	11	16	12	12	3	10	6	9	28	20	5	6	58	9	2	20	2	10	10	19	215	22	7	12	13	1	4	8	32	7	31	13	49	18	13	3	2	55	52	15	46	16	10	33	22	7	9	8	7	0	5	16	14	4	3	27	30	216	8	46	6	8	6	2	22	6	7	7	6	204	6	57	19	3	5	123	4	6	10	9	55	8	5	3	8	5	8	13	20	42	1	5	1	51	8	14	9	6	7	9	6	16	5	27	37	5	3	5	47	2	5	3	42	5	21	7	10	65	8	14	5	16	40	9	9	47	10	9	13	16	18	3	10	13	57	1	47	24	7	8	3	8	297	11	17	11	19	21	11	4	6	7	11	11	3	6	12	11	7	29	78	7	15	18	12	5	4	17	8	6	5	10
Del(5,):R1	47	14	11	6	4	11	8	21	54	95	24	36	59	92	15	28	25	38	36	17	29	21	29	44	32	7	26	27	38	223	29	6	32	10	12	69	18	23	29	9	21	29	28	21	10	6	46	7	36	32	87	23	17	5	55	81	17	10	19	22	47	19	16	28	13	20	69	24	26	9	24	52	9	53	7	11	27	10	49	33	25	27	39	7	42	60	44	43	28	6	53	10	9	17	65	12	76	3	5	53	80	32	40	82	48	12	27	43	19	14	9	22	16	30	15	27	28	5	19	20	19	69	73	43	8	37	34	47	39	25	15	26	20	23	30	8	10	21	60	11	20	26	34	16	24	20	18	12	23	37	38	17	46	25	32	18	16	11	12	18	12	22	38	26	23	17	14	24	35	52	40	26	21	41	45	7	36	15	18	22	63	93	76	17	13	34	10	13	25	46	23	54	20	107	21	15	18	14	109	125	36	44	28	13	58	57	44	35	41	47	42	25	32	34	5	10	33	33	43	6	77	16	9	9	41	24	10	10	10	9	33	13	99	35	11	10	24	10	13	22	20	53	30	16	21	43	28	22	52	12	94	20	15	25	134	34	18	16	7	2	8	7	5	6	25	57	13	17	10	77	6	7	9	30	8	38	6	10	35	27	21	14	20	17	28	16	72	24	41	20	27	29	18	30	20	125	18	119	30	11	22	31	18	235	28	28	9	17	20	24	7	9	6	38	14	2	5	15	9	19	11	15	10	16	9	8	3	7	22	7	13	22	11
Del(2,8):U(1,2):R(2,4)	379	12	3	3	1	7	3	10	28	73	37	30	29	32	55	33	30	109	11	20	553	15	14	12	5	6	13	16	28	532	10	6	9	12	0	613	6	17	9	4	7	11	356	38	5	8	11	1	13	25	265	17	19	4	49	15	25	4	6	4	7	4	38	24	13	13	16	18	7	21	25	12	10	27	7	27	10	8	204	19	7	11	69	7	5	13	14	31	13	1	33	10	10	8	22	7	133	6	6	118	21	19	37	31	85	10	42	92	3	6	5	12	13	20	18	6	63	38	7	28	5	17	14	64	4	29	8	18	14	8	14	25	19	5	13	21	18	11	35	13	5	29	33	1	18	22	6	7	12	70	37	34	9	5	11	5	25	11	17	10	22	15	19	29	19	3	5	10	9	68	28	8	7	223	13	3	77	5	26	11	21	639	32	5	9	21	5	1	9	71	11	26	13	29	24	13	1	8	42	123	7	61	11	18	23	23	12	29	8	3	6	3	39	24	4	7	47	123	634	9	38	17	14	8	6	13	17	8	9	5	474	11	34	40	5	4	62	5	7	7	10	188	7	6	3	6	2	3	6	20	22	5	5	5	32	35	24	10	4	5	6	6	15	9	36	22	2	20	7	17	9	12	2	119	9	25	6	13	250	7	20	10	15	37	11	14	26	9	5	27	53	38	4	9	12	43	7	52	26	6	8	5	4	80	8	18	49	61	36	28	3	2	5	13	25	2	4	19	17	11	55	355	11	28	23	11	12	5	16	5	7	18	6
Del(2,):U(1,2):R(5,)	83	3	2	3	0	1	3	6	5	23	15	8	7	4	15	8	16	126	4	7	2427	10	2	4	6	1	8	3	11	1446	7	4	3	2	3	112	4	9	11	7	4	7	42	17	2	3	4	8	7	13	61	6	4	6	26	6	15	1	7	4	3	1	30	14	8	4	3	4	3	9	5	5	2	9	6	7	5	3	49	5	2	5	22	3	6	5	2	13	5	3	15	24	14	6	7	4	42	3	4	39	14	9	12	12	34	4	17	11	2	3	7	3	2	17	6	5	13	32	11	3	2	1	8	25	3	10	4	4	19	8	7	4	14	7	5	6	9	5	6	1	3	10	12	3	6	5	4	3	3	21	8	10	4	4	6	5	6	4	4	0	9	3	9	13	8	4	6	4	6	24	11	3	5	63	6	5	38	3	18	5	12	117	12	5	11	5	3	3	5	32	0	15	6	9	4	5	1	2	12	34	9	18	3	13	9	11	9	7	6	6	1	5	7	17	3	3	17	31	117	2	8	4	12	4	1	2	8	4	6	2	1616	4	16	22	1	10	15	6	4	7	10	30	7	4	3	6	10	2	10	9	7	3	3	9	14	8	12	5	3	6	5	2	10	2	25	16	3	6	3	13	7	7	1	32	4	6	8	9	83	2	7	5	6	9	2	8	5	5	15	13	22	16	2	3	11	14	4	30	11	5	2	3	11	12	7	10	6	24	16	11	1	6	3	2	13	4	2	9	9	5	20	488	13	6	11	15	8	8	8	8	3	5	3
Del(3,):U(3,):R2	120	17	2	4	0	3	3	8	20	14	19	14	17	13	44	21	33	81	6	8	242	14	10	7	5	5	11	13	17	270	5	4	4	10	6	139	4	19	5	5	6	8	40	35	6	3	5	4	4	30	44	14	22	7	36	17	15	4	1	13	4	12	40	19	17	5	16	14	8	15	11	10	7	22	8	30	5	6	38	18	8	6	19	8	5	19	6	24	10	2	19	13	1	9	17	4	18	3	4	28	28	25	21	20	27	10	9	17	4	7	5	5	7	6	9	12	32	15	1	20	5	14	8	17	2	43	11	20	26	3	10	10	7	6	6	10	14	14	9	16	5	21	28	4	11	14	6	7	14	75	16	27	9	7	11	11	26	6	11	16	20	7	10	28	21	9	10	13	10	15	40	9	5	27	1	9	36	6	35	12	16	147	17	13	8	10	7	2	12	31	11	11	14	30	15	14	2	4	27	10	9	13	12	24	9	9	6	28	2	5	13	2	27	25	1	4	21	25	146	9	26	16	10	10	6	10	17	9	12	12	225	12	46	27	6	9	27	11	13	11	13	23	12	3	14	10	1	4	9	14	20	2	2	2	17	23	22	10	4	8	13	13	16	5	31	26	3	13	10	22	9	11	9	8	10	21	9	16	58	2	8	5	7	26	10	10	7	10	8	19	23	11	5	7	3	21	5	37	21	3	10	11	7	68	7	13	26	40	17	14	5	8	4	9	19	6	9	22	17	5	59	386	11	29	19	13	14	3	13	3	5	18	15
